,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,under-five deaths ,Total expenditure,GDP,Income composition of resources
1628,53.6,29.0,57,0.55,60.21211141,101,6.34,487.942556,0.338
1629,52.8,296.0,58,0.49,57.11644801,103,6.28,439.3572924,0.333
1630,52.0,299.0,59,0.54,6.660451777,106,6.25,391.791281,0.318
1631,51.2,31.0,60,0.53,3.67646576,108,6.32,334.22416,0.308
1632,55.0,34.0,60,0.51,4.395885717,110,6.39,36.8473237,0.297
1633,49.8,37.0,60,0.47,23.94507124,111,6.29,269.3483829,0.291
1650,,,0,0.01,871.8783173,0,17.24,3617.752354,
1652,63.0,26.0,8,0.01,80.92679802,12,3.77,1326.66882,0.509
1653,62.7,28.0,8,0.01,8.88028118,12,3.63,145.57838,0.501
1654,62.5,29.0,8,0.01,62.48419552,12,3.36,1364.283745,0.491
1655,62.2,212.0,8,0.01,79.27658464,12,2.87,1393.261593,0.487
1656,62.0,214.0,8,0.01,8.353074798,12,3.28,123.383675,0.484
1657,61.7,215.0,8,0.01,11.14504291,12,3.79,146.83851,0.476
1658,61.4,217.0,8,0.02,61.76263795,12,3.23,1167.535689,0.475
1659,61.2,219.0,8,0.02,7.35400072,12,3.54,113.3128,0.475
1660,69.0,221.0,8,0.01,55.79836969,12,3.21,944.134851,0.466
1661,66.0,223.0,8,0.01,55.12187071,12,4.21,697.7451989,0.461
1662,64.0,224.0,8,0.01,5.00378288,12,4.7,62.547286,0.451
1663,63.0,226.0,8,0.01,29.65370899,12,4.53,528.586613,0.447
1664,62.0,228.0,7,0.02,4.113190741,12,5.31,46.9542322,0.446
1665,61.0,229.0,7,0.01,28.782245,12,4.34,464.229758,0.444
1666,60.0,23.0,7,0.03,8.594570232,11,5.26,477.476124,0.443
1668,74.2,148.0,0,0.01,115.2784282,0,4.81,1153.93822,0.769
1669,74.1,147.0,0,0.01,917.467628,0,4.82,9637.265,0.765
1670,73.9,154.0,0,0.01,915.1859205,0,4.76,9291.227619,0.756
1671,73.6,158.0,0,3.03,918.807245,0,5.2,9197.26972,0.748
1672,73.3,163.0,0,2.95,0.108055973,0,5.29,8.376432,0.74
1673,72.8,166.0,0,2.83,624.2361828,0,4.97,7318.12641,0.734
1674,72.7,166.0,0,2.49,6.6489825,0,4.6,83.635,0.728
1675,72.9,161.0,0,3.24,582.5143743,0,4.24,6574.654338,0.72
1676,71.8,165.0,0,3.73,502.3844946,0,4.38,5695.969327,0.713
1677,72.1,168.0,0,3.94,479.9234077,0,4.47,5116.45424,0.704
1678,71.9,168.0,0,4.16,509.3899943,0,4.29,5229.876738,0.696
1679,71.5,174.0,0,4.08,407.779262,0,4.15,4623.347642,0.687
1680,71.5,179.0,0,4.14,369.6317105,0,4.24,3957.51296,0.683
1681,71.5,177.0,0,4.38,70.15536981,0,3.87,3792.182152,0.673
1682,71.0,177.0,0,4.6,336.3213326,0,3.78,3861.32414,0.667
1684,76.6,122.0,31,5.26,168.173753,36,6.3,1452.27766,0.754
1685,76.6,12.0,32,5.23,150.408875,37,6.3,1298.86766,0.753
1686,76.3,123.0,33,5.29,112.696486,38,6.21,982.532572,0.748
1687,76.1,124.0,34,5.3,1117.196097,39,6.4,9834.472689,0.745
1688,75.6,127.0,35,5.21,1033.039737,40,6.39,8959.581416,0.739
1689,75.7,13.0,36,5.27,881.7364327,42,6.6,7748.12331,0.738
1690,75.6,127.0,37,5.36,159.8772264,43,6.6,9689.52887,0.735
1691,76.0,123.0,38,5.35,105.7476131,45,5.92,933.341687,0.731
1692,75.8,125.0,40,5.11,980.2537444,47,5.83,8767.92258,0.723
1693,75.3,126.0,42,4.93,998.3498049,49,6.4,7986.798439,0.719
1694,75.4,124.0,44,4.9,920.8284115,52,6.11,7199.59665,0.714
1695,75.0,127.0,46,4.88,781.2062828,55,6.2,6751.998987,0.708
1696,75.0,127.0,49,4.77,12.1859723,58,5.52,716.8219,0.703
1697,75.0,126.0,52,4.86,13.31109532,62,5.35,731.378864,0.7
1698,74.8,129.0,55,4.99,10.22840118,66,4.98,672.92113,0.694
1717,68.4,225.0,1,0.01,281.0023992,1,4.73,4181.583321,0.729
1718,68.1,227.0,1,0.01,241.1958645,1,4.21,4385.379355,0.72
1719,67.8,231.0,1,0.01,253.8285861,2,4.22,4368.82248,0.712
1720,67.3,235.0,1,0.01,257.8403154,2,4.45,3769.595255,0.701
1721,66.3,25.0,1,5.8,22.31624272,2,4.7,265.353659,0.693
1722,66.9,235.0,1,4.61,134.1678932,2,5.29,1717.898761,0.686
1723,67.4,225.0,2,4.26,181.0123284,2,5.58,2139.625631,0.673
1724,65.9,26.0,2,3.79,126.698109,2,5.6,1634.81431,0.661
1725,65.0,271.0,2,2.91,122.1206485,2,4.68,1334.651896,0.649
1726,64.5,274.0,2,2.75,98.68367951,2,5.9,998.8226671,0.637
1727,64.0,284.0,2,1.75,73.24150483,2,5.99,797.8377432,0.621
1728,64.0,271.0,2,1.31,56.05686428,2,6.18,646.561295,0.609
1729,63.8,263.0,2,2.43,55.60878216,2,5.81,571.51883,0.599
1730,63.2,266.0,2,2.87,61.84921903,3,5.45,524.145924,0.588
1731,62.8,274.0,2,2.79,56.431387,3,4.92,474.2133361,0.582
1733,75.9,17.0,0,0.01,726.0291764,0,6.42,7378.345289,0.803
1734,75.8,19.0,0,0.01,707.144691,0,6.43,7186.429787,0.799
1735,75.6,11.0,0,0.01,648.1331781,0,7.25,6586.71929,0.797
1736,75.4,113.0,0,6.56,666.7374371,0,6.92,7318.742449,0.792
1737,75.3,115.0,0,6.56,635.4849381,0,6.9,6682.281158,0.787
1738,75.0,117.0,0,6.45,489.6818699,0,6.7,6698.79439,0.785
1739,74.6,121.0,0,6.17,709.1311228,0,6.13,7325.73474,0.774
1740,74.2,125.0,0,4.98,678.5188944,0,6.74,5957.145693,0.762
1741,73.8,13.0,0,5.38,595.7306923,0,8.1,4383.59597,0.751
1742,73.6,133.0,0,,527.3076721,0,8.46,3674.617924,0.746
1743,73.5,134.0,0,0.01,57.12190146,0,8.45,338.199535,0.74
1744,73.5,134.0,0,0.01,495.0782963,0,8.91,2789.1735,0.0
1745,73.4,136.0,0,0.01,36.48024032,0,8.33,216.243274,0.0
1746,73.3,136.0,0,0.01,33.66981355,0,8.23,199.583957,0.0
1747,73.0,144.0,0,0.01,274.5472605,0,7.32,1627.42893,0.0
1749,74.1,96.0,18,0.43,198.7343495,21,5.91,3154.513484,0.64
1750,73.9,97.0,18,0.45,179.8598949,21,5.94,3111.762887,0.634
1751,73.6,99.0,19,0.55,19.15853732,22,6.15,294.746728,0.623
1752,73.3,14.0,19,0.54,22.0945504,22,5.99,339.91616,0.612
1753,72.8,11.0,20,0.56,183.6592186,23,5.86,2834.2472,0.603
1754,72.3,116.0,20,0.62,188.2902861,23,5.67,2861.5545,0.596
1755,71.8,123.0,21,0.51,171.3658969,24,5.41,2884.94776,0.589
1756,71.4,128.0,21,0.56,157.6431445,25,5.48,2494.353552,0.581
1757,71.0,133.0,22,0.58,127.7632005,25,5.23,2191.478567,0.575
1758,77.0,137.0,22,0.47,9.469371264,26,5.6,213.755559,0.569
1759,72.0,142.0,23,0.56,100.3638322,27,5.22,1948.812275,0.561
1760,69.9,146.0,24,0.58,88.16506179,28,5.25,1721.973863,0.551
1761,69.5,15.0,25,0.46,66.72933871,29,5.31,1413.757176,0.54
1762,69.0,155.0,26,0.46,71.11645,30,4.44,1336.775376,0.53
1763,68.6,16.0,27,0.45,63.42140024,32,4.18,1332.382358,0.519
1765,56.7,375.0,61,0.01,54.91159475,84,6.98,623.2871141,0.409
1766,55.3,46.0,62,1.16,5.813338496,87,5.9,65.985681,0.405
1767,54.8,48.0,64,1.19,49.90987221,90,5.58,566.513873,0.4
1768,54.3,47.0,66,0.94,40.80617976,94,6.23,526.5313517,0.397
1769,54.0,47.0,69,0.96,5.743393664,98,5.38,419.2258149,0.39
1770,53.8,4.0,70,1.18,39.75216936,101,5.43,463.852618,0.382
1771,53.2,45.0,72,1.48,0.796915785,104,4.91,53.127719,0.372
1772,52.1,425.0,74,1.03,53.9502789,108,5.25,422.1461573,0.36
1773,51.2,434.0,78,1.2,58.59644487,113,6.51,385.7567141,0.353
1774,58.0,434.0,80,1.23,67.33378735,117,6.87,369.1545359,0.341
1775,54.0,429.0,82,1.54,46.58195631,120,5.91,336.3318145,0.332
1776,51.0,424.0,85,1.68,42.52689559,124,6.39,283.8911588,0.318
1777,49.8,416.0,87,2.16,40.82597077,127,6.45,262.884551,0.311
1778,49.5,48.0,90,2.09,37.82511936,132,5.64,256.4414872,0.298
1779,49.0,43.0,93,1.14,47.17250718,136,6.16,277.6486591,0.291
1781,66.4,21.0,40,0.01,45.33788677,52,2.28,1262.893782,0.547
1782,66.2,22.0,42,0.7,38.33793462,55,2.16,1168.83947,0.54
1783,65.9,25.0,44,0.55,38.4279083,58,2.22,1171.58257,0.533
1784,65.6,27.0,47,0.33,21.23698847,61,1.87,1186.423937,0.526
1785,65.4,29.0,49,0.3,17.48293752,65,1.92,987.7365832,0.515
1786,65.2,211.0,52,0.28,11.05247903,69,2.5,741.777116,0.504
1787,59.2,296.0,59,0.3,9.53048032,96,1.87,643.951373,0.493
1788,64.5,217.0,58,0.26,0.5305728,78,1.68,41.451,0.484
1789,64.2,22.0,61,0.28,4.632776304,83,1.78,296.97284,0.474
1790,63.9,224.0,64,0.28,2.793843188,87,1.83,247.24276,0.465
1791,63.5,228.0,66,0.44,4.15451614,90,1.97,219.8156688,0.455
1792,63.2,231.0,69,0.4,3.824212472,93,1.97,219.782326,0.445
1793,62.8,235.0,71,0.41,3.421880938,96,2.5,143.77651,0.435
1794,62.5,239.0,72,0.38,1.917164,98,1.8,138.9249275,0.427
1795,62.1,243.0,73,0.35,2.511437292,100,1.84,193.187484,0.417
1797,65.9,242.0,2,0.01,751.3982719,3,8.93,5421.343953,0.632
1798,66.1,232.0,3,0.01,760.6550553,3,8.53,5488.131712,0.625
1799,65.8,232.0,3,0.01,796.8734263,4,8.24,5749.44752,0.619
1800,64.3,268.0,3,7.84,7.896234931,4,8.78,56.971392,0.612
1801,63.0,299.0,3,7.58,719.5535161,4,7.89,5191.58381,0.604
1802,62.4,36.0,3,7.99,575.6748069,4,8.5,4153.497885,0.598
1803,61.7,317.0,3,6.28,59.55033546,4,7.15,429.6561,0.589
1804,60.0,356.0,3,5.12,62.11039296,4,6.99,422.51968,0.578
1805,57.0,431.0,3,4.94,459.1572399,4,7.2,3881.29535,0.57
1806,55.1,477.0,3,4.89,457.7200522,4,7.32,3573.146387,0.565
1807,54.7,483.0,3,4.8,368.2848258,4,6.47,3288.257373,0.559
1808,55.0,471.0,3,5.28,294.6571552,4,6.52,2482.36862,0.554
1809,55.7,452.0,3,5.09,203.7322893,4,6.17,1713.47594,0.556
1810,56.5,426.0,3,5.09,205.8078833,4,6.18,1834.29486,0.556
1811,57.4,41.0,3,5.73,35.80978512,4,6.11,257.99557,0.559
1812,,,0,0.01,15.60659587,0,4.65,136.18321,
1814,69.6,158.0,18,0.01,8.523486403,22,5.8,76.2386977,0.551
1815,69.3,162.0,19,0.27,80.15505125,24,5.69,688.6172788,0.545
1816,68.9,167.0,20,0.26,80.58788376,25,5.89,681.7925868,0.538
1817,68.4,172.0,22,0.27,112.1229028,27,6.73,692.1166842,0.529
1818,68.0,178.0,23,0.24,84.62302524,30,6.43,592.1835216,0.515
1819,67.5,183.0,25,0.22,6.19357029,32,6.41,48.7299,0.502
1820,67.0,189.0,27,0.21,70.27113179,35,6.44,473.844449,0.492
1821,66.6,194.0,29,0.2,52.22906505,38,5.84,393.8843518,0.486
1822,66.0,21.0,31,0.2,45.87989927,41,5.7,348.6314534,0.476
1823,65.4,28.0,33,0.2,4.259752532,44,5.72,317.89198,0.469
1824,64.7,218.0,35,0.21,31.93187316,47,5.82,287.4156,0.463
1825,64.3,22.0,38,0.2,2.79096532,50,5.48,253.72412,0.457
1826,63.1,238.0,40,0.19,23.18394594,54,5.6,246.375621,0.447
1827,63.2,23.0,43,0.09,21.92813881,58,5.36,248.6183539,0.446
1828,62.5,238.0,46,0.08,17.9123368,62,5.43,231.42554,0.439
1862,74.5,148.0,2,3.55,473.1238124,3,9.4,1975.46477,0.636
1863,73.9,157.0,2,3.58,366.4841804,3,8.43,1847.19849,0.63
1864,73.9,157.0,2,3.63,334.8174246,3,8.4,1792.3845,0.625
1865,74.5,147.0,3,3.39,321.6132593,3,6.39,1682.957924,0.62
1866,73.2,154.0,3,3.38,302.7045411,3,6.58,1526.497938,0.614
1867,73.2,163.0,3,3.36,292.753101,3,6.82,1464.497754,0.613
1868,72.5,169.0,3,3.64,275.064434,3,6.98,1518.85386,0.607
1869,72.5,173.0,3,3.83,253.0007812,4,6.91,1344.31871,0.601
1870,73.0,17.0,3,3.69,21.41123529,4,6.33,124.992617,0.597
1871,71.2,194.0,3,3.7,218.5716179,4,6.11,1175.116225,0.592
1872,71.0,194.0,4,3.81,36.81621175,4,6.13,191.55157,0.587
1873,76.0,198.0,4,3.77,2.542436908,5,6.12,115.565314,0.583
1874,75.0,197.0,4,3.5,2.092343893,5,5.71,11.147277,0.577
1875,73.0,193.0,4,3.51,22.35595448,5,5.26,143.6758,0.57
1876,73.0,192.0,4,3.61,15.25518816,5,5.39,116.2743,0.562
1878,61.4,223.0,49,0.01,3.304039899,88,5.82,43.646498,0.345
1879,69.0,227.0,49,0.01,31.50243237,89,5.9,416.14838,0.341
1880,63.0,232.0,49,0.01,29.75517982,90,6.11,391.515524,0.331
1881,59.4,241.0,50,0.15,32.22493445,93,6.66,375.5819866,0.323
1882,58.2,252.0,50,0.12,5.883760536,95,6.36,348.151511,0.312
1883,57.1,263.0,51,0.11,5.665405066,99,6.98,341.2894618,0.307
1884,56.0,272.0,52,0.12,40.37835666,102,6.76,354.8185998,0.298
1885,55.2,276.0,53,0.1,35.80929749,106,6.94,292.55962,0.293
1886,54.5,277.0,54,0.11,43.42193066,110,7.39,258.463873,0.286
1887,53.7,278.0,55,0.11,3.751715442,114,7.15,25.383731,0.278
1888,52.9,279.0,56,0.11,20.86118432,118,6.61,232.5661574,0.27
1889,52.1,28.0,56,0.1,20.26876572,121,6.23,215.8548,0.266
1890,51.4,282.0,57,0.1,17.58722718,124,6.55,177.828384,0.261
1891,56.0,283.0,57,0.11,1.817829717,127,7.1,165.257247,0.255
1892,50.0,284.0,58,0.1,13.35783844,128,6.1,158.455972,0.253
1894,53.6,362.0,490,0.01,263.2111031,759,3.67,3221.678128,0.521
1895,53.2,367.0,498,8.3,194.2032879,773,3.7,2996.96432,0.514
1896,52.7,374.0,505,8.54,204.7186256,788,3.3,2755.297787,0.507
1897,52.3,375.0,513,8.75,187.5733187,802,3.69,2527.9423,0.5
1898,52.0,374.0,521,8.9,133.1230872,817,3.47,2327.3267,0.492
1899,51.6,376.0,527,9.05,14.5676468,832,4.24,197.661422,0.487
1900,59.0,386.0,536,9.3,105.5910629,848,4.0,1383.893354,0.481
1901,55.0,388.0,542,9.55,104.4746444,863,4.47,1136.829645,0.477
1902,49.8,396.0,549,9.66,10.35779424,879,3.66,119.743286,0.466
1903,49.2,4.0,556,9.71,6.416252787,893,4.11,87.8938738,0.463
1904,48.5,47.0,563,9.76,57.22555815,907,4.33,648.815852,0.445
1905,48.1,41.0,567,9.75,30.19550849,918,4.5,512.65719,0.0
1906,47.7,49.0,571,9.61,17.137754,928,2.43,459.4572117,0.0
1907,47.4,48.0,574,9.58,15.830985,936,3.25,351.7996666,0.0
1908,47.1,45.0,576,9.23,22.48177606,943,2.84,379.1193264,0.0
1927,76.4,11.0,1,0.4,166.1913728,1,3.55,2458.45226,0.796
1928,76.2,12.0,1,0.46,1154.893473,1,2.76,21268.7564,0.796
1929,76.0,14.0,1,0.51,1055.835493,1,2.52,22134.916,0.797
1930,75.8,15.0,1,0.54,158.27708,1,2.49,2986.36,0.797
1931,75.6,16.0,1,0.56,129.2260751,1,2.74,1928.74739,0.797
1932,75.4,18.0,1,0.56,1040.629462,1,2.83,16784.34616,0.782
1933,75.2,19.0,1,0.57,123.0966298,1,2.1,2275.3536,0.765
1934,74.9,113.0,1,0.57,88.45038011,1,2.43,1585.13226,0.753
1935,74.7,115.0,1,0.58,78.51141,1,2.31,1448.55,0.748
1936,74.3,118.0,1,0.63,854.0115758,1,2.59,12376.97936,0.742
1937,74.0,122.0,1,0.61,70.46762486,1,2.98,1129.28886,0.734
1938,73.6,127.0,1,0.56,65.65631302,1,3.17,969.8126,0.725
1939,73.3,13.0,1,0.54,585.9170945,1,3.18,8629.11774,0.716
1940,72.9,134.0,1,0.55,564.5425663,1,3.8,8476.61511,0.705
1941,72.6,138.0,1,0.38,62.86657508,1,3.7,861.18596,0.0
1943,66.2,162.0,359,0.01,62.29361092,442,2.61,1316.98966,0.542
1944,66.0,163.0,365,0.04,60.18648815,450,2.7,1272.44161,0.538
1945,65.7,165.0,369,0.04,59.65900139,456,2.76,1261.28967,0.529
1946,65.5,167.0,371,0.04,57.87736282,459,3.1,1226.215314,0.525
1947,65.1,172.0,372,0.04,0.66751505,461,3.2,14.142268,0.521
1948,64.8,175.0,371,0.03,0.697215581,460,2.94,16.63999,0.514
1949,64.6,177.0,369,0.03,5.447133608,460,3.26,139.31288,0.513
1950,64.4,178.0,367,0.03,3.912744517,459,3.35,95.4327931,0.505
1951,64.2,179.0,365,0.03,40.36829999,458,3.4,873.772727,0.501
1952,62.9,2.0,364,0.04,30.59320769,459,2.91,711.4699463,0.487
1953,63.7,183.0,364,0.01,28.98323119,461,2.56,649.848233,0.474
1954,63.5,185.0,366,0.01,24.23455671,466,2.61,563.594342,0.465
1955,63.2,187.0,371,0.01,22.39387584,474,2.76,499.8633,0.457
1956,63.0,189.0,377,0.01,1.766663097,483,2.61,51.6568157,0.45
1957,62.8,19.0,385,0.02,18.84534312,495,2.79,533.8624114,0.445
1958,,,0,,344.6906308,0,9.27,1932.12237,0.779
1960,77.6,119.0,1,6.74,1842.463782,1,8.3,12593.7374,0.78
1961,77.5,118.0,1,6.89,1694.467075,1,8.9,11685.97983,0.773
1962,77.2,12.0,1,6.95,201.7490628,1,7.25,1589.82713,0.765
1963,77.3,121.0,1,6.9,119.2124275,1,7.5,927.723171,0.758
1964,76.5,122.0,1,6.94,1199.319976,2,8.5,7937.259931,0.756
1965,76.8,127.0,1,6.87,1092.155356,2,7.56,7429.628274,0.755
1966,76.5,127.0,1,6.74,956.8229765,2,6.75,6973.9284,0.75
1967,76.4,124.0,1,6.16,76.2508038,2,6.31,668.8667,0.743
1968,76.2,125.0,1,5.72,631.1251711,2,7.0,5348.518399,0.744
1969,75.8,122.0,1,5.53,623.9100503,2,7.48,4916.54886,0.74
1970,75.8,123.0,1,5.69,527.60848,2,8.9,4591.892776,0.733
1971,75.5,126.0,1,5.52,58.45976019,2,7.6,4267.13578,0.728
1972,75.7,125.0,1,5.52,78.80940216,2,8.3,4126.14671,0.725
1973,75.5,124.0,2,5.43,7.320514461,2,7.72,446.372833,0.721
1974,75.7,121.0,2,5.58,9.87102142,2,7.76,46.29935,0.716
1976,62.7,278.0,10,0.01,208.2311603,13,4.26,2182.716565,0.511
1977,62.4,281.0,10,0.01,25.70881695,13,4.78,229.95364,0.506
1978,62.2,284.0,10,0.01,31.6357652,13,4.55,271.318741,0.501
1979,62.0,285.0,10,0.88,23.40731286,13,4.94,177.867119,0.494
1980,61.8,286.0,10,0.79,18.99961966,14,4.18,1366.879112,0.485
1981,61.6,288.0,11,0.82,20.53327531,14,4.36,1166.66337,0.477
1982,61.4,29.0,11,0.81,103.7277727,14,4.6,1178.72469,0.469
1983,61.1,295.0,11,0.71,85.7175381,14,4.4,956.668952,0.461
1984,68.0,299.0,11,0.64,126.6142137,14,5.92,854.346921,0.454
1985,64.0,37.0,11,0.84,12.05551997,15,6.42,77.5773486,0.446
1986,59.9,314.0,11,0.58,158.001946,15,8.39,637.3616215,0.439
1987,59.6,321.0,11,0.59,124.3789361,14,6.79,588.3582595,0.433
1988,59.3,327.0,11,0.61,110.9803062,14,7.69,511.665773,0.428
1989,59.1,331.0,11,0.68,93.37278497,14,6.68,539.41528,0.422
1990,58.9,335.0,11,0.73,62.56273841,14,3.98,631.9468526,0.418
1992,73.9,147.0,3,0.01,561.7684701,3,9.81,4712.822736,0.688
1993,73.8,148.0,3,5.03,573.4346982,3,1.49,4479.95858,0.679
1994,73.6,148.0,3,5.36,441.8446244,3,1.33,3855.537735,0.679
1995,73.4,15.0,3,5.79,472.1932825,3,9.42,3988.11894,0.675
1996,73.2,152.0,3,5.65,359.9760397,3,9.1,3225.591754,0.664
1997,73.0,155.0,3,5.39,30.93519548,3,9.14,2599.596259,0.663
1998,72.7,157.0,3,6.14,34.73924576,4,7.6,359.992184,0.654
1999,72.5,159.0,3,5.61,318.6201852,4,6.41,2312.192926,0.649
2000,72.3,161.0,3,5.61,26.18072382,4,6.43,189.71539,0.648
2001,72.1,163.0,3,6.38,20.68037294,4,6.7,157.145691,0.646
2002,71.9,165.0,3,6.2,20.60083027,4,5.78,148.527976,0.639
2003,71.7,166.0,4,6.64,155.4233076,4,5.99,1174.779347,0.642
2004,71.5,168.0,4,5.66,152.8293973,4,6.77,1148.229882,0.632
2005,71.2,17.0,4,6.66,233.8488603,5,7.61,1417.26582,0.624
2006,79.0,172.0,4,6.78,273.5758769,5,8.1,1545.626423,0.625
2008,75.3,125.0,8,0.01,973.728675,10,5.47,6491.5245,0.735
2009,75.3,125.0,8,5.38,946.6521165,11,5.23,6583.116248,0.731
2010,74.9,129.0,9,5.14,885.9858185,11,5.18,6387.785281,0.725
2011,74.5,133.0,9,4.83,759.5380695,12,4.93,5771.565878,0.721
2012,73.7,14.0,10,4.72,69.43934508,12,5.3,522.493191,0.708
2013,73.8,14.0,10,4.69,570.4532468,13,5.36,4166.93387,0.706
2014,73.9,138.0,11,4.85,58.4989742,14,4.73,428.87811,0.7
2015,74.0,133.0,11,4.29,516.4037021,15,4.6,3611.2147,0.696
2016,74.2,134.0,12,4.22,448.7670462,15,4.47,3171.49856,0.693
2017,72.8,148.0,13,4.44,411.5645653,16,4.72,2754.7829,0.692
2018,72.2,151.0,14,4.27,356.9393805,18,4.56,2448.143899,0.685
2019,72.1,152.0,15,4.5,34.70333523,19,4.6,218.25997,0.686
2020,72.6,144.0,16,4.03,40.53777863,20,4.94,259.192958,0.686
2021,72.4,142.0,17,4.22,302.5359058,22,4.98,1981.243653,0.677
2022,71.4,154.0,18,4.59,297.5112337,24,4.83,1996.719689,0.674
2024,68.4,214.0,54,4.52,31.27232188,68,4.71,2842.938353,0.676
2025,68.1,219.0,55,4.61,24.58973399,69,4.56,276.289146,0.671
2026,68.1,217.0,56,5.02,212.7418488,71,4.46,2581.818554,0.666
2027,68.0,218.0,57,4.96,191.4949779,72,4.29,2352.518156,0.669
2028,67.9,218.0,58,4.85,198.2563794,74,4.37,2129.499242,0.662
2029,68.0,219.0,59,4.42,159.5348489,76,4.41,1825.341521,0.661
2030,67.5,217.0,60,4.21,155.4767618,78,4.5,1919.466195,0.655
2031,67.5,216.0,62,4.19,137.327474,80,3.94,1672.685433,0.648
2032,67.3,219.0,63,4.08,121.3625467,82,3.95,1391.772325,0.646
2033,67.0,223.0,65,4.22,105.7306982,84,3.91,1194.697155,0.642
2034,67.3,218.0,66,4.45,13.39905105,86,3.23,179.3715,0.636
2035,67.2,217.0,67,4.44,0.901149288,87,3.25,11.553196,0.631
2036,66.8,221.0,68,4.42,0.09987219,89,2.79,1.68135,0.625
2037,66.8,221.0,68,4.54,69.0204245,89,3.0,957.287441,0.622
2038,66.8,219.0,69,4.73,11.69704463,90,3.21,138.91977,0.618
2072,78.1,69.0,0,1.15,5063.513104,0,2.19,86852.7119,0.854
2073,77.9,7.0,0,1.2,515.0734795,0,2.15,8834.87958,0.843
2074,77.8,72.0,0,1.13,5163.32918,0,2.16,88564.82298,0.837
2075,77.5,74.0,0,1.16,4409.17067,0,1.93,85948.746,0.827
2076,77.3,76.0,0,1.16,37.76848819,0,2.9,736.22784,0.825
2077,77.0,79.0,0,1.11,3688.694288,0,2.63,61478.23813,0.828
2078,76.8,82.0,0,1.37,5484.143308,0,1.87,82967.37228,0.825
2079,76.7,83.0,0,1.24,44.18506273,0,2.31,675.61258,0.83
2080,76.6,83.0,0,1.28,448.5952989,0,2.58,6256.55926,0.835
2081,76.6,84.0,0,1.18,4582.476081,0,3.1,51488.49529,0.83
2082,76.6,84.0,0,1.11,4064.743869,0,3.61,41818.35256,0.826
2083,76.5,85.0,0,1.0,4049.972347,0,4.14,34176.98183,0.815
2084,76.4,85.0,0,0.87,188.6782945,0,2.71,2999.65492,0.807
2085,76.3,87.0,0,0.76,170.0494537,0,2.56,2843.63635,0.809
2086,76.2,88.0,0,0.5,1559.287158,0,2.18,29986.2915,0.808
2136,73.0,225.0,13,10.12,1340.553699,15,7.7,14125.961,0.803
2137,70.0,229.0,14,10.58,1529.497771,16,7.9,15543.67653,0.799
2138,69.6,237.0,14,10.99,178.8225911,16,6.88,15154.45687,0.792
2139,69.4,242.0,14,11.04,184.764931,17,6.61,14212.687,0.785
2140,68.4,256.0,15,11.05,162.8088054,17,6.83,1674.98771,0.773
2141,68.2,261.0,15,11.21,137.0063357,18,7.44,8562.89598,0.776
2142,67.5,278.0,16,12.04,161.7301654,18,6.22,11635.2637,0.769
2143,67.3,282.0,16,12.19,11.02617159,19,5.38,911.25385,0.761
2144,66.4,3.0,17,11.79,12.25184084,20,5.3,692.194398,0.754
2145,65.0,327.0,18,11.57,625.5081805,20,5.21,5323.473877,0.748
2146,64.9,321.0,19,11.5,46.51559476,21,5.19,412.372294,0.741
2147,64.6,322.0,20,11.32,333.2148711,22,5.61,2975.132778,0.733
2148,64.8,313.0,20,10.87,266.5416917,24,5.99,2375.5944,0.727
2149,65.1,38.0,21,10.47,2.642527148,25,5.67,21.362386,0.72
2150,65.0,37.0,22,10.18,224.4600248,26,5.42,1771.58662,0.709
2152,65.7,23.0,12,0.01,7.549797238,16,7.53,76.5699517,0.488
2153,65.2,233.0,12,0.01,11.71090655,17,7.69,688.8768557,0.485
2154,64.6,239.0,13,0.01,9.774676411,18,7.68,678.796973,0.475
2155,63.8,247.0,14,8.34,9.074569426,20,7.71,617.317648,0.464
2156,62.8,26.0,16,7.92,63.78723633,23,7.91,563.491487,0.454
2157,61.0,288.0,17,7.11,9.165614959,25,7.2,539.1538211,0.447
2158,68.0,282.0,18,6.39,0.661540371,28,7.66,5.6687264,0.438
2159,59.6,295.0,20,6.78,7.409771603,30,8.49,44.853339,0.424
2160,57.6,328.0,22,6.88,78.47020226,34,1.2,342.3656294,0.404
2161,55.3,37.0,24,7.01,39.44666715,38,6.83,287.931877,0.388
2162,53.4,397.0,26,6.75,31.93566186,42,6.24,236.9114381,0.371
2163,52.0,48.0,29,6.66,33.30286123,46,6.34,212.6619491,0.359
2164,57.0,415.0,31,7.82,1.9659778,50,4.18,196.59778,0.343
2165,48.6,438.0,33,5.72,0.388253772,54,4.38,21.569654,0.332
2166,48.3,426.0,34,7.13,18.41791804,57,4.22,216.172747,0.318
2201,73.8,128.0,0,0.01,660.2777923,0,7.22,4178.973369,0.701
2202,73.6,131.0,0,0.01,698.3522786,0,6.91,4219.65123,0.7
2203,73.2,136.0,0,0.01,492.0552263,0,5.2,4234.554443,0.698
2204,73.0,139.0,0,2.15,558.7206486,0,5.8,3942.9827,0.693
2205,72.6,144.0,0,3.01,434.7940679,0,5.7,3453.487434,0.69
2206,76.0,172.0,0,2.88,42.12368374,0,5.4,335.112838,0.691
2207,72.5,146.0,0,3.97,47.35260547,0,4.52,359.82223,0.688
2208,72.2,149.0,0,3.85,47.73638191,0,5.25,322.543121,0.682
